Date,Open,High,Low,Close,Volume,Change
2019-10-21,5050,5050,4950,4970,136855,-0.01388888888888884
2019-10-22,4965,5000,4930,4985,214601,0.003018108651911433
2019-10-23,4995,4995,4940,4975,106891,-0.0020060180541624506
2019-10-24,4950,4975,4850,4865,256293,-0.022110552763819125
2019-10-25,4845,4885,4750,4830,338764,-0.007194244604316502
2019-10-28,4805,4900,4775,4775,234252,-0.011387163561076608
2019-10-29,4800,4845,4730,4780,251965,0.0010471204188482464
2019-10-30,4745,4810,4745,4790,178244,0.0020920502092049986
2019-10-31,4775,4850,4775,4800,150158,0.0020876826722338038
2019-11-01,4800,4860,4745,4850,238545,0.01041666666666674
2019-11-04,4820,4925,4820,4925,257425,0.015463917525773141
2019-11-05,4890,4940,4865,4920,163992,-0.0010152284263958977
2019-11-06,4890,4940,4890,4935,158650,0.0030487804878047697
2019-11-07,4910,4950,4885,4900,134905,-0.007092198581560294
2019-11-08,4900,4950,4820,4850,240065,-0.010204081632653073
2019-11-11,4855,4885,4815,4840,165153,-0.0020618556701030855
2019-11-12,4850,4895,4830,4895,126311,0.011363636363636465
2019-11-13,4820,4895,4820,4870,166476,-0.005107252298263587
2019-11-14,4890,4945,4850,4940,193248,0.014373716632443578
2019-11-15,4900,4960,4875,4940,166775,0.0
2019-11-18,4920,5040,4905,5030,244471,0.018218623481781382
2019-11-19,5020,5020,4915,4945,173002,-0.016898608349900646
2019-11-20,4915,4945,4805,4820,280308,-0.025278058645096024
2019-11-21,4805,4840,4705,4725,240419,-0.01970954356846477
2019-11-22,4725,4840,4700,4810,181307,0.017989417989418
2019-11-25,4830,4890,4810,4890,99780,0.016632016632016633
2019-11-26,4870,5030,4865,5030,260859,0.02862985685071573
2019-11-27,5000,5000,4920,4930,187301,-0.01988071570576544
2019-11-28,4945,4980,4890,4915,91735,-0.0030425963488843744
2019-11-29,4945,4955,4870,4910,125680,-0.0010172939979654627
2019-12-02,4910,5060,4905,5000,443139,0.018329938900203624
2019-12-03,4910,5010,4875,4995,168881,-0.0010000000000000009
2019-12-04,4960,4990,4920,4965,134536,-0.006006006006005982
2019-12-05,4970,5020,4910,4915,231067,-0.010070493454179208
2019-12-06,4950,4995,4925,4995,197421,0.016276703967446515
2019-12-09,5020,5200,5010,5140,628801,0.02902902902902893
2019-12-10,5140,5170,5060,5110,208525,-0.005836575875486361
2019-12-11,5120,5180,5070,5170,225124,0.011741682974559797
2019-12-12,5200,5210,5130,5170,479374,0.0
2019-12-13,5200,5260,5170,5170,333549,0.0
2019-12-16,5160,5190,5060,5130,271293,-0.007736943907156624
2019-12-17,5100,5240,5100,5240,263200,0.021442495126705596
2019-12-18,5250,5270,5200,5240,122383,0.0
2019-12-19,5250,5270,5190,5220,131124,-0.003816793893129722
2019-12-20,5260,5260,5180,5210,145613,-0.0019157088122605526
2019-12-23,5230,5230,5120,5210,111839,0.0
2019-12-24,5200,5230,5150,5210,117102,0.0
2019-12-26,5200,5270,5160,5270,318226,0.011516314779270731
2019-12-27,5250,5280,5200,5250,204301,-0.003795066413662229
2019-12-30,5200,5290,5200,5290,148295,0.007619047619047636
2020-01-02,5280,5280,5180,5210,245865,-0.015122873345935761
2020-01-03,5230,5250,5080,5080,325222,-0.0249520153550864
2020-01-06,5080,5110,5020,5020,224673,-0.011811023622047223
2020-01-07,5030,5130,5030,5110,193648,0.017928286852589626
2020-01-08,5110,5110,4925,4925,372175,-0.03620352250489234
2020-01-09,5040,5140,5010,5140,294231,0.04365482233502549
2020-01-10,5180,5230,5130,5200,270524,0.011673151750972721
2020-01-13,5240,5240,5140,5190,192763,-0.0019230769230769162
2020-01-14,5220,5280,5140,5180,310332,-0.0019267822736031004
2020-01-15,5120,5200,5120,5130,171190,-0.009652509652509633
2020-01-16,5130,5270,5130,5250,310729,0.023391812865497075
2020-01-17,5290,5300,5210,5250,248565,0.0
2020-01-20,5230,5260,5140,5160,205845,-0.017142857142857126
2020-01-21,5150,5210,5050,5070,269623,-0.01744186046511631
2020-01-22,5070,5180,5050,5180,188273,0.021696252465483346
2020-01-23,5170,5170,5070,5080,196118,-0.019305019305019266
2020-01-28,4970,4970,4840,4850,523907,-0.04527559055118113
2020-01-29,4900,4945,4855,4945,226849,0.019587628865979312
2020-01-30,4945,4965,4825,4840,317249,-0.02123356926188069
2020-01-31,4840,5080,4840,4940,455073,0.02066115702479343
2020-02-03,4900,4990,4815,4960,383676,0.004048582995951344
2020-02-04,4990,5060,4935,5050,314399,0.01814516129032251
2020-02-05,5110,5150,5050,5150,437630,0.01980198019801982
2020-02-06,5170,5180,5090,5160,275881,0.001941747572815622
2020-02-07,5170,5170,5050,5070,249746,-0.01744186046511631
2020-02-10,5040,5100,4995,5050,122978,-0.0039447731755424265
2020-02-11,5050,5180,5050,5140,262159,0.017821782178217838
2020-02-12,5110,5160,5070,5130,203193,-0.0019455252918287869
2020-02-13,5150,5160,5050,5050,351052,-0.015594541910331383
2020-02-14,5060,5100,5000,5070,347587,0.003960396039603964
2020-02-17,5000,5070,4980,5010,377330,-0.011834319526627168
2020-02-18,5050,5050,4905,4960,390582,-0.009980039920159722
2020-02-19,4960,5010,4935,4970,349401,0.002016129032258007
2020-02-20,4970,5020,4925,4955,224474,-0.003018108651911433
2020-02-21,4910,4925,4830,4850,270292,-0.021190716448032276
2020-02-24,4755,4765,4605,4605,555978,-0.050515463917525816
2020-02-25,4605,4825,4600,4800,320280,0.04234527687296419
2020-02-26,4705,4795,4650,4795,297791,-0.0010416666666667185
2020-02-27,4765,4830,4620,4630,396058,-0.03441084462982269
2020-02-28,4540,4610,4430,4460,443368,-0.036717062634989195
2020-03-02,4410,4600,4400,4600,350241,0.03139013452914807
2020-03-03,4705,4705,4570,4600,237624,0.0
2020-03-04,4650,4740,4590,4705,239225,0.022826086956521774
2020-03-05,4755,4765,4705,4755,352278,0.010626992561105109
2020-03-06,4670,4710,4580,4675,298945,-0.01682439537329128
2020-03-09,4580,4585,4440,4445,370711,-0.04919786096256684
2020-03-10,4345,4515,4345,4475,402579,0.006749156355455588
2020-03-11,4480,4485,4285,4300,409514,-0.03910614525139666
2020-03-12,4250,4290,3950,3955,967890,-0.08023255813953489
2020-03-13,3585,3895,3540,3725,1015129,-0.058154235145385536
2020-03-16,3710,4000,3680,3740,619182,0.00402684563758382
2020-03-17,3495,3905,3495,3890,613539,0.04010695187165769
2020-03-18,3970,4150,3525,3525,502475,-0.09383033419023135
2020-03-19,3530,3700,2900,2950,1162093,-0.16312056737588654
2020-03-20,2995,3380,2995,3380,612426,0.1457627118644067
2020-03-23,3020,3170,3000,3070,721172,-0.09171597633136097
2020-03-24,3135,3405,3110,3405,589721,0.10912052117263848
2020-03-25,3650,3650,3445,3610,789265,0.0602055800293686
2020-03-26,3630,3800,3515,3680,921879,0.01939058171745156
2020-03-27,3800,3815,3615,3700,710561,0.005434782608695565
2020-03-30,3575,3790,3520,3790,444140,0.024324324324324298
2020-03-31,3825,3900,3760,3820,686911,0.0079155672823219
2020-04-01,3770,3900,3700,3700,702100,-0.03141361256544506
2020-04-02,3690,3850,3645,3850,526059,0.04054054054054057
2020-04-03,3880,3950,3820,3900,542533,0.01298701298701288
2020-04-06,4000,4255,3920,4250,954479,0.08974358974358965
2020-04-07,4310,4375,4120,4245,949226,-0.0011764705882353343
2020-04-08,4245,4255,4160,4220,539561,-0.005889281507656108
2020-04-09,4300,4300,4205,4215,541994,-0.0011848341232227888
2020-04-10,4245,4300,4165,4250,591997,0.008303677342823335
2020-04-13,4295,4300,4155,4155,403764,-0.022352941176470575
2020-04-14,4190,4420,4160,4375,1011464,0.05294825511432011
2020-04-16,4330,4430,4225,4410,742749,0.008000000000000007
2020-04-17,4540,4545,4410,4470,986909,0.013605442176870763
2020-04-20,4530,4590,4470,4500,840007,0.006711409395973256
2020-04-21,4520,4520,4250,4415,780404,-0.018888888888888844
2020-04-22,4360,4385,4265,4375,397000,-0.009060022650056676
2020-04-23,4400,4560,4380,4490,642436,0.026285714285714246
2020-04-24,4460,4490,4355,4395,539137,-0.021158129175946505
2020-04-27,4375,4450,4375,4425,461208,0.006825938566553003
2020-04-28,4445,4450,4355,4390,420214,-0.00790960451977396
2020-04-29,4390,4425,4365,4425,384484,0.007972665148063829
2020-05-04,4405,4445,4305,4355,505479,-0.015819209039548032
2020-05-06,4380,4575,4380,4575,897106,0.05051664753157281
2020-05-07,4605,4770,4575,4695,988620,0.026229508196721207
2020-05-08,4700,4810,4700,4745,659945,0.010649627263045858
2020-05-11,4890,5050,4820,4970,1775768,0.04741833508956805
2020-05-12,5020,5030,4780,4830,855673,-0.028169014084507005
2020-05-13,4760,4835,4715,4800,603226,-0.006211180124223614
2020-05-14,4740,4820,4705,4705,678185,-0.019791666666666652
2020-05-15,4760,4815,4650,4795,534926,0.019128586609989284
2020-05-18,4865,4865,4735,4750,455729,-0.009384775808133461
2020-05-19,4815,4845,4775,4800,560091,0.010526315789473717
2020-05-20,4780,4820,4755,4805,439026,0.0010416666666666075
2020-05-21,4840,4980,4830,4910,1348580,0.02185223725286156
2020-05-22,5000,5040,4785,4795,1104973,-0.023421588594704668
2020-05-25,4865,4865,4710,4845,555835,0.010427528675703845
2020-05-26,4875,4945,4850,4920,847259,0.015479876160990669
2020-05-27,4960,5040,4910,4965,1186523,0.009146341463414531
2020-05-28,5010,5020,4740,4845,911857,-0.024169184290030232
2020-05-29,4835,4840,4725,4765,509910,-0.016511867905056765
2020-06-01,4765,4905,4745,4890,587222,0.026232948583420734
2020-06-02,4895,4975,4875,4920,582933,0.006134969325153339
2020-06-03,4960,5120,4935,5010,1508351,0.018292682926829285
2020-06-04,5050,5070,4900,4920,897161,-0.017964071856287456
2020-06-05,4920,4960,4860,4935,438868,0.0030487804878047697
2020-06-08,4965,4980,4915,4940,489900,0.0010131712259371373
2020-06-09,4950,4970,4870,4910,530457,-0.006072874493927127
2020-06-10,4870,4915,4870,4880,407853,-0.006109979633401208
2020-06-11,4890,4945,4820,4840,709915,-0.008196721311475419
2020-06-12,4600,4750,4580,4700,611293,-0.02892561983471076
2020-06-15,4700,4715,4290,4290,1018286,-0.08723404255319145
2020-06-16,4365,4550,4360,4505,461199,0.05011655011655014
2020-06-17,4510,4560,4405,4465,449824,-0.008879023307436174
2020-06-18,4465,4485,4380,4460,295229,-0.0011198208286674616
2020-06-19,4470,4520,4230,4230,958730,-0.05156950672645744
2020-06-22,4310,4355,4230,4250,747742,0.004728132387706863
2020-06-23,4270,4440,4250,4335,686026,0.020000000000000018
2020-06-24,4400,4400,4310,4360,473483,0.005767012687427853
2020-06-25,4320,4345,4260,4290,308737,-0.016055045871559592
2020-06-26,4305,4350,4270,4320,357976,0.006993006993007089
2020-06-29,4355,4355,4190,4210,488565,-0.02546296296296291
2020-06-30,4260,4295,4240,4250,252210,0.009501187648456089
2020-07-01,4305,4315,4235,4260,283391,0.0023529411764706687
2020-07-02,4270,4345,4255,4345,303610,0.0199530516431925
2020-07-03,4355,4365,4295,4320,286525,-0.005753739930955071
2020-07-06,4350,4360,4305,4350,312416,0.00694444444444442
2020-07-07,4355,4390,4310,4315,445002,-0.008045977011494232
2020-07-08,4300,4335,4285,4295,272269,-0.004634994206257237
2020-07-09,4300,4330,4275,4305,350112,0.002328288707799775
2020-07-10,4270,4300,4210,4255,456016,-0.011614401858304313
2020-07-13,4260,4310,4255,4310,299302,0.01292596944770863
2020-07-14,4310,4445,4265,4440,821706,0.030162412993039345
2020-07-15,4455,4630,4420,4480,829430,0.009009009009008917
2020-07-16,4525,4575,4430,4500,587212,0.0044642857142858094
2020-07-17,4470,4530,4465,4495,269907,-0.0011111111111110628
2020-07-20,4510,4525,4435,4480,277227,-0.0033370411568409697
2020-07-21,4500,4660,4470,4635,1101562,0.03459821428571419
2020-07-22,4635,4640,4525,4545,655750,-0.01941747572815533
2020-07-23,4550,4550,4435,4455,462003,-0.01980198019801982
2020-07-24,4435,4495,4390,4450,382250,-0.001122334455667784
2020-07-27,4475,4575,4415,4440,476679,-0.0022471910112359383
2020-07-28,4460,4475,4410,4435,389228,-0.0011261261261261701
2020-07-29,4450,4450,4410,4440,249360,0.0011273957158963732
2020-07-30,4450,4460,4375,4385,471909,-0.012387387387387427
2020-07-31,4400,4420,4345,4345,388908,-0.009122006841505104
2020-08-03,4325,4345,4270,4285,527015,-0.013808975834292303
2020-08-04,4315,4405,4290,4400,417283,0.02683780630105015
2020-08-05,4425,4430,4360,4410,385047,0.002272727272727204
2020-08-06,4425,4565,4405,4490,929418,0.018140589569161092
2020-08-07,4545,4550,4375,4425,573419,-0.014476614699331813
2020-08-10,4415,4465,4350,4440,579074,0.003389830508474523
2020-08-11,4450,4570,4450,4500,817199,0.013513513513513598
2020-08-12,4520,4560,4430,4500,725782,0.0
2020-08-13,4500,4525,4435,4485,1087629,-0.0033333333333332993
2020-08-14,4505,4515,4430,4465,494230,-0.004459308807134854
2020-08-18,4465,4465,4190,4215,1015502,-0.055991041433370636
2020-08-19,4260,4320,4220,4280,355367,0.01542111506524324
2020-08-20,4245,4270,4065,4065,777899,-0.050233644859813076
2020-08-21,4105,4200,4040,4150,569991,0.02091020910209096
2020-08-24,4200,4275,4150,4255,460488,0.025301204819277112
2020-08-25,4300,4405,4285,4405,494051,0.03525264394829608
2020-08-26,4425,4430,4315,4375,392735,-0.006810442678774176
2020-08-27,4375,4395,4290,4300,442966,-0.017142857142857126
2020-08-28,4305,4390,4305,4355,404211,0.012790697674418539
2020-08-31,4365,4420,4320,4345,342358,-0.0022962112514350874
2020-09-01,4345,4400,4295,4330,294205,-0.0034522439585730202
2020-09-02,4360,4395,4330,4370,300015,0.009237875288683695
2020-09-03,4400,4410,4330,4335,377959,-0.008009153318077833
2020-09-04,4185,4275,4140,4255,548409,-0.018454440599769306
2020-09-07,4255,4290,4205,4250,685898,-0.001175088131609825
2020-09-08,4270,5520,4270,5520,44800275,0.2988235294117647
2020-09-09,5440,6890,5120,6290,101754473,0.13949275362318847
2020-09-10,6260,6390,5870,6180,17608024,-0.01748807631160576
2020-09-11,6200,7200,6200,6410,62591686,0.03721682847896446
2020-09-14,6660,6720,6340,6420,6658348,0.0015600624024960652
2020-09-15,6530,6570,6160,6180,5273014,-0.03738317757009346
2020-09-16,6310,7380,6310,6760,60250941,0.09385113268608425
2020-09-17,6760,6780,6500,6520,5658710,-0.035502958579881616
2020-09-18,6900,7750,6800,6860,54569075,0.0521472392638036
2020-09-21,6920,7220,6780,7030,11235718,0.02478134110787167
2020-09-22,6980,6990,6570,6610,5480086,-0.05974395448079661
2020-09-23,6970,7190,6750,6850,14689069,0.036308623298033194
2020-09-24,6550,7030,6550,6870,7564423,0.0029197080291971655
2020-09-25,7080,7130,6550,6590,6031361,-0.040756914119359555
2020-09-28,6790,7100,6630,7100,10834758,0.07738998482549309
2020-09-29,7070,7140,6840,6940,6662360,-0.022535211267605604
2020-10-05,6910,7280,6860,7280,10886612,0.04899135446685876
2020-10-06,7190,7350,7050,7110,6388540,-0.02335164835164838
2020-10-07,7010,7290,6960,7220,5383020,0.015471167369901506
2020-10-08,7230,7330,7060,7280,5670832,0.008310249307479145
2020-10-12,7400,8230,7230,7800,51940316,0.0714285714285714
2020-10-13,7750,7960,7570,7810,9484564,0.0012820512820512775
2020-10-14,7880,8120,7530,7550,13191607,-0.033290653008962834
2020-10-15,7500,7610,7310,7470,5013171,-0.01059602649006619
2020-10-16,7450,7530,6980,7020,5160373,-0.06024096385542166
2020-10-19,7020,7170,6780,6810,3359500,-0.02991452991452992
2020-10-20,6790,7040,6640,6920,3435447,0.01615271659324513
2020-10-21,7030,7130,6930,7040,2192853,0.01734104046242768
2020-10-22,6950,6990,6740,6780,2099538,-0.03693181818181823
2020-10-23,7150,7650,6890,6890,23663568,0.016224188790560534
2020-10-26,6890,6960,6670,6710,2715856,-0.026124818577648812
2020-10-27,6750,6930,6570,6760,3110953,0.007451564828613977
2020-10-28,6720,6920,6720,6860,1773139,0.014792899408283988
2020-10-29,6700,6930,6620,6870,1727876,0.001457725947521915
2020-10-30,6880,6920,6620,6660,1925179,-0.03056768558951961
2020-11-02,6560,6730,6560,6650,1198614,-0.0015015015015015232
2020-11-03,6780,6790,6610,6660,1302145,0.0015037593984963404
2020-11-04,6760,6830,6630,6700,1581117,0.006006006006006093
2020-11-05,6810,7050,6740,6940,3634530,0.035820895522387985
2020-11-06,7020,7040,6800,6800,2152618,-0.02017291066282423
2020-11-09,7050,7330,7040,7180,6814422,0.055882352941176494
2020-11-10,7170,7170,6970,7120,1766686,-0.00835654596100277
2020-11-11,7140,7230,6990,6990,2042593,-0.018258426966292096
2020-11-12,7000,7150,6910,6980,1825078,-0.0014306151645206988
2020-11-13,6920,6960,6750,6950,1664250,-0.004297994269340966
2020-11-16,7100,7110,6900,6950,2363247,0.0
2020-11-17,6950,7000,6840,6890,1333787,-0.008633093525179825
2020-11-18,6870,6990,6840,6920,1025311,0.004354136429608024
2020-11-19,6900,6900,6760,6800,1439862,-0.017341040462427793
2020-11-20,6830,6870,6750,6850,1017971,0.007352941176470562
2020-11-23,6880,6920,6800,6850,1008389,0.0
2020-11-24,6940,7110,6860,7030,3490475,0.026277372262773824
2020-11-25,7070,7150,6780,6840,2444462,-0.027027027027026973
2020-11-26,6810,6890,6780,6820,892952,-0.0029239766081871066
2020-11-27,6830,6950,6820,6910,1017529,0.01319648093841641
2020-11-30,6930,7270,6930,7050,6163323,0.02026049204052094
2020-12-01,7210,7220,6930,7010,2594584,-0.005673758865248235
2020-12-02,7120,7170,7040,7060,2319010,0.007132667617689048
2020-12-03,7090,7390,7030,7360,6024464,0.04249291784702547
2020-12-04,7360,7440,7110,7120,4667420,-0.03260869565217395
2020-12-07,7100,7230,6990,7010,2052830,-0.015449438202247201
2020-12-08,7090,7230,7030,7030,2193437,0.0028530670470756636
2020-12-09,7100,7320,7050,7140,3678813,0.01564722617354186
2020-12-10,7080,7250,7020,7150,2296366,0.0014005602240896309
2020-12-11,7220,7230,7120,7150,1729206,0.0
2020-12-14,7170,7170,7020,7040,1404971,-0.01538461538461533
2020-12-15,7090,7120,7020,7100,1115584,0.008522727272727293
2020-12-16,7160,7190,7060,7080,1146317,-0.0028169014084507005
2020-12-17,7120,7280,7080,7180,3005109,0.01412429378531077
2020-12-18,7210,7650,7200,7310,11918305,0.01810584958217265
2020-12-21,7390,7570,7310,7550,5718496,0.03283173734610134
2020-12-22,7490,7490,7100,7190,3515207,-0.04768211920529797
2020-12-23,7190,7300,7030,7140,2212465,-0.006954102920723182
2020-12-24,7190,7430,7170,7200,2516851,0.008403361344537785
2020-12-28,7290,7310,7160,7230,1497913,0.004166666666666652
2020-12-29,7280,7850,7220,7850,12144618,0.08575380359612716
2020-12-30,7770,7990,7650,7750,7820242,-0.01273885350318471
2021-01-04,7920,9200,7830,8580,48408592,0.10709677419354846
2021-01-05,8580,8780,8340,8660,9238294,0.00932400932400923
2021-01-06,8660,8760,8380,8420,4253373,-0.02771362586605086
2021-01-07,8430,8720,8430,8440,4916780,0.002375296912114022
2021-01-08,8540,8580,8210,8290,3660276,-0.017772511848341277
2021-01-11,8370,8500,7940,8170,4368349,-0.014475271411338975
2021-01-12,8180,8350,8030,8180,2814858,0.001223990208078396
2021-01-13,8250,8570,8200,8320,5200480,0.017114914425427896
2021-01-14,8340,8640,8340,8560,4620707,0.028846153846153744
2021-01-15,8590,8600,8260,8280,2449490,-0.032710280373831724
2021-01-18,8190,8360,7990,8160,2019028,-0.01449275362318836
2021-01-19,8250,8540,8230,8390,3107302,0.02818627450980382
2021-01-20,8480,8510,8310,8500,2141425,0.013110846245530494
2021-01-21,8570,8880,8450,8750,6334505,0.02941176470588225
2021-01-22,8860,8940,8630,8630,4915995,-0.013714285714285679
2021-01-25,8780,9330,8720,9170,18946774,0.06257242178447275
2021-01-26,9050,9120,8780,8820,3879512,-0.03816793893129766
2021-01-27,8820,8910,8550,8550,2796866,-0.030612244897959218
2021-01-28,8260,8620,8240,8280,2605905,-0.03157894736842104
2021-01-29,8100,8190,7600,7740,5186795,-0.06521739130434778
2021-02-01,7640,8000,7540,7940,2213895,0.025839793281653645
2021-02-02,8080,8170,7950,8010,1632743,0.00881612090680095
2021-02-03,8190,8190,7950,8030,1323110,0.0024968789013732895
2021-02-04,8030,8110,7920,8000,1221914,-0.0037359900373599153
2021-02-05,8020,8100,7920,7940,1033896,-0.007499999999999951
2021-02-08,7940,7980,7790,7820,1002328,-0.015113350125944613
2021-02-09,7870,7920,7770,7770,873928,-0.006393861892583175
2021-02-10,7800,7840,7650,7800,859048,0.0038610038610038533
2021-02-15,7830,7860,7500,7850,965935,0.0064102564102563875
2021-02-16,7920,8080,7880,7990,1514158,0.017834394904458595
2021-02-17,8000,8160,7910,8030,1516635,0.005006257822277815
2021-02-18,8010,8130,7910,7910,1105763,-0.01494396014943955
2021-02-19,7950,7990,7710,7860,1106566,-0.006321112515802807
2021-02-22,7800,8590,7770,8010,20114487,0.01908396946564883
2021-02-23,7910,8150,7810,7920,2437269,-0.011235955056179803
2021-02-24,8010,8020,7500,7540,2201923,-0.04797979797979801
2021-02-25,7650,7910,7650,7760,1299362,0.02917771883289122
2021-02-26,7560,7570,7450,7490,1242830,-0.03479381443298968
2021-03-02,7710,7770,7500,7570,958532,0.010680907877169465
2021-03-03,7590,7640,7480,7550,1158309,-0.0026420079260237594
2021-03-04,8500,9340,8000,8000,63836539,0.0596026490066226
2021-03-05,7820,8700,7670,8130,43702182,0.016250000000000098
2021-03-08,8230,8270,7640,7640,7952231,-0.06027060270602702
2021-03-09,7600,7690,7280,7310,4360501,-0.04319371727748689
2021-03-10,7410,7560,7130,7130,3217294,-0.024623803009575895
2021-03-11,7130,7300,7130,7280,1670816,0.02103786816269282
2021-03-12,7350,7470,7310,7370,1600216,0.012362637362637319
2021-03-15,7390,7420,7310,7370,1019576,0.0
2021-03-16,7430,7440,7350,7400,1138331,0.004070556309362372
2021-03-17,7440,7460,7350,7390,848432,-0.0013513513513513375
2021-03-18,7430,7550,7400,7490,1355131,0.013531799729364025
2021-03-19,7370,7490,7310,7440,795852,-0.006675567423230944
2021-03-22,7460,7470,7330,7410,837798,-0.0040322580645161255
2021-03-23,7410,7510,7290,7320,1068412,-0.012145748987854255
2021-03-24,7310,7350,7250,7270,720566,-0.006830601092896127
2021-03-25,7310,7330,7260,7300,723135,0.004126547455295837
2021-03-26,7330,7350,7230,7280,656433,-0.002739726027397249
2021-03-29,7300,7430,7250,7360,1050413,0.01098901098901095
2021-03-30,7400,7410,7330,7350,717785,-0.0013586956521739468
2021-03-31,7350,7470,7340,7350,832411,0.0
2021-04-01,7470,7510,7360,7400,835187,0.006802721088435382
2021-04-02,7420,7480,7390,7450,1010040,0.006756756756756799
2021-04-05,7460,7480,7410,7420,656885,-0.004026845637583931
2021-04-06,7450,7470,7410,7420,670477,0.0
2021-04-07,7470,7470,7420,7420,592450,0.0
2021-04-08,7450,7460,7370,7370,822625,-0.006738544474393482
2021-04-09,7390,7420,7320,7360,649362,-0.0013568521031207537
2021-04-12,7360,7370,7260,7290,876203,-0.009510869565217406
2021-04-13,7300,7360,7270,7350,773064,0.008230452674897082
2021-04-14,7360,7440,7310,7420,1010114,0.00952380952380949
2021-04-15,7490,7740,7450,7500,4646199,0.010781671159029615
2021-04-16,7510,7550,7440,7460,892976,-0.005333333333333301
2021-04-19,7460,7500,7400,7400,871586,-0.008042895442359255
2021-04-20,7390,7600,7380,7490,1587711,0.012162162162162149
2021-04-21,7490,7490,7410,7430,823607,-0.008010680907877155
2021-04-22,7440,7820,7410,7550,4196246,0.016150740242261152
2021-04-23,7580,7620,7440,7590,1664352,0.005298013245033095
2021-04-26,7650,7650,7540,7620,1456334,0.0039525691699604515
2021-04-27,7370,7540,7310,7490,2126116,-0.017060367454068248
2021-04-28,7560,7560,7360,7380,1048336,-0.014686248331108098
2021-04-29,7380,7440,7280,7310,793088,-0.009485094850948506
2021-04-30,7330,7350,7150,7200,1009192,-0.015047879616963078
2021-05-03,7120,7210,6950,7000,1159889,-0.02777777777777779
2021-05-04,7000,7060,6740,6920,1198493,-0.011428571428571455
2021-05-06,6930,6940,6810,6880,883108,-0.005780346820809301
2021-05-07,6920,7030,6880,7030,725059,0.021802325581395277
2021-05-10,7180,7440,7130,7370,2344983,0.04836415362731161
2021-05-11,7340,7430,7240,7380,1110613,0.0013568521031208647
2021-05-12,7400,8360,7280,7560,29528828,0.024390243902439046
2021-05-13,7390,7530,7320,7370,2841048,-0.025132275132275117
2021-05-14,7400,7550,7290,7290,2138089,-0.01085481682496603
2021-05-17,7290,7340,7200,7210,1089225,-0.010973936899862813
2021-05-18,7260,7330,7240,7290,674420,0.01109570041608876
2021-05-20,7210,7570,7210,7520,1851333,0.03155006858710552
2021-05-21,7770,7800,7550,7660,3201818,0.018617021276595702
2021-05-24,7670,7760,7580,7620,1647723,-0.005221932114882533
2021-05-25,7700,8090,7680,7740,5250037,0.015748031496062964
2021-05-26,7740,7970,7670,7890,1856280,0.019379844961240345
2021-05-27,7890,8010,7740,8010,1586243,0.015209125475285079
2021-05-28,8020,8030,7860,7910,1228861,-0.012484394506866447
2021-05-31,7940,8250,7850,8120,3263462,0.026548672566371723
2021-06-01,8080,8170,8060,8150,1247796,0.003694581280788256
2021-06-02,8190,8220,8110,8200,1654200,0.006134969325153339
2021-06-03,8220,8350,8140,8230,1839603,0.003658536585365857
2021-06-04,8230,8440,8180,8380,2322864,0.018226002430133725
2021-06-07,8460,8550,8310,8490,2282744,0.013126491646778149
2021-06-08,8460,8610,8450,8470,1686631,-0.002355712603062443
2021-06-09,8480,8700,8430,8500,1964550,0.0035419126328217754
2021-06-10,8510,8670,8400,8570,1726649,0.008235294117647118
2021-06-11,8640,8740,8500,8550,1472373,-0.002333722287047868
2021-06-14,8580,8910,8500,8750,2151028,0.023391812865497075
2021-06-15,8760,8950,8700,8800,1542083,0.005714285714285783
2021-06-16,8780,8820,8430,8510,2428457,-0.03295454545454546
2021-06-17,8460,8690,8370,8580,1278581,0.008225616921269108
2021-06-18,8540,8720,8540,8710,1101389,0.015151515151515138
2021-06-21,8710,8750,8550,8600,1089885,-0.012629161882893203
2021-06-22,8650,8710,8570,8670,924611,0.008139534883720989
2021-06-23,8790,9030,8430,8500,3591879,-0.019607843137254943
2021-06-24,8500,8520,8240,8510,1582138,0.0011764705882353343
2021-06-25,8520,8620,8440,8440,846991,-0.008225616921269108
2021-06-28,8360,8710,8360,8550,1269455,0.013033175355450233
2021-06-29,8610,8610,8470,8570,690549,0.002339181286549641
2021-06-30,8570,8630,8500,8560,455393,-0.001166861143523934
2021-07-01,8570,8590,8460,8480,697616,-0.009345794392523366
2021-07-02,8490,8630,8480,8550,738964,0.008254716981132004
2021-07-05,8560,8760,8550,8650,1031566,0.011695906432748648
2021-07-06,8640,8740,8420,8430,1545503,-0.02543352601156068
2021-07-07,8430,8510,8350,8390,707351,-0.004744958481613271
2021-07-08,8390,8510,8170,8250,1482233,-0.016686531585220488
2021-07-09,8110,8190,8000,8120,1438121,-0.015757575757575748
2021-07-12,8120,8200,8040,8090,931686,-0.003694581280788145
2021-07-13,8130,8170,8080,8110,641830,0.0024721878862794533
2021-07-14,8120,8150,8010,8080,606921,-0.0036991368680641123
2021-07-15,8060,8070,7990,8050,1086175,-0.003712871287128716
2021-07-16,8030,8030,7940,7960,866059,-0.011180124223602483
2021-07-19,7960,8190,7890,8040,1023613,0.01005025125628145
2021-07-20,7970,8180,7970,8070,1130305,0.003731343283582156
2021-07-21,8090,8160,8000,8010,659682,-0.0074349442379182396
2021-07-22,8020,8050,7970,8010,543627,0.0
2021-07-23,7930,8090,7900,8050,849119,0.004993757802746579
2021-07-26,8060,8060,7900,7920,966197,-0.016149068322981353
